transaction_id,date_time,transaction_type,amount_gbp,status,channel,sender_account_no,sender_name,sender_phone,sender_nationality,sender_passport_no,sender_customer_type,sender_kyc_risk,receiver_account_no,receiver_name,receiver_phone
TXN00392,2026-03-11 3:06:58,Cash Deposit,5672.1,Completed,Online Banking,99853245,Lynn Perry,7222824732,Pakistani,,Individual,Medium,92370625,Dr Gareth Warner,7703418543
TXN00039,2026-03-11 4:07:34,Mobile Wallet,677.8,Completed,Online Banking,85329037,Mr Denis Macdonald,7313500298,Chinese,DC7550026,Individual,Medium,7510753814,Martyn Gough,7510753814
TXN00393,2026-03-11 4:27:18,International Wire,762.98,Completed,Mobile App,41523529,Dr Allan Clarke,7822408848,Polish,,Individual,Low,49529438,Maureen Barker,7888121101
TXN00049,2026-03-11 4:47:27,Card Payment,1646.32,Pending,Branch,96728778,Burns Inc,7205675387,Turkish,MK0634806,Business,Medium,82398083,Leanne Armstrong,7944511703
TXN00199,2026-03-11 4:57:51,Card Payment,7474.68,Completed,Online Banking,43308443,"Williams, Hodgson and Grant",7386480450,Pakistani,ZV8073988,Business,Medium,63283709,Gregory Moore,7139019611
TXN00453,2026-03-11 6:10:14,Cash Deposit,633.69,Completed,Online Banking,83793389,Read-Pugh,7277303722,Romanian,GO0789516,Business,Low,10632635,Dorothy Clarke,7162291621
TXN00098,2026-03-11 6:32:44,Bank Transfer,7612.77,Completed,ATM,53507489,Jason Bell,7624636385,British,HQ6175750,Individual,Medium,76319264,Carole Murphy,7774254861
TXN00082,2026-03-11 11:30:30,Bank Transfer,6965.41,Completed,Online Banking,53507489,Jason Bell,7624636385,British,HQ6175750,Individual,Medium,98227303,Charlotte Richards,7708082645
TXN00014,2026-03-11 11:36:20,Cash Deposit,1993.92,Completed,Mobile App,43446826,Dr Stewart Turner,7230307805,Russian,,Individual,Low,95199362,Mrs June Roberts,7568027936
TXN00301,2026-03-11 16:34:27,Card Payment,978.47,Pending,Online Banking,42862209,Wilkinson-Williams,7610173760,Nigerian,,Business,Low,96605343,Mr Hugh Evans,7677006598
TXN00203,2026-03-11 17:05:35,Cash Deposit,380.28,Completed,Online Banking,19121552,Leonard King,7825003955,Ghanaian,,Individual,High,49597485,Victor Lewis,7461971444
TXN00138,2026-03-11 17:48:48,Cash Deposit,997.44,Pending,Branch,36445607,Megan Smith,7491079829,Polish,ZD8104586,Individual,Low,59304469,Stephanie Clarke-Haynes,7634211672
TXN00405,2026-03-11 21:30:11,Mobile Wallet,824.47,Completed,Branch,66851377,Mathew Davies,7990505735,British,,Individual,Low,7694973692,Miss Hayley Moss,7694973692
TXN00238,2026-03-11 21:32:57,Mobile Wallet,1924.53,Completed,ATM,59555330,Dennis Jones-Hall,7725464884,Nigerian,GT5400895,Individual,Low,7225967304,Natalie Chapman,7225967304
TXN00457,2026-03-11 22:11:36,International Wire,95665.55,Completed,Online Banking,70505620,Gareth Robinson-Roberts,7361846370,Chinese,XU4853292,Individual,Low,94112495,Alexandra Jenkins,7104427929
TXN00025,2026-03-11 22:13:57,Card Payment,18445.18,Pending,Branch,55298556,Higgins-Jones,7917364173,British,PR0481234,Business,High,28321839,Kate Owen,7645719501
TXN00112,2026-03-11 23:51:28,Card Payment,460.82,Completed,Mobile App,66851377,Mathew Davies,7990505735,British,,Individual,Low,30796389,Lynne Mellor,7247709679
TXN00430,2026-03-12 0:44:28,Mobile Wallet,1751.61,Completed,Online Banking,54058573,Joseph Watson,7399147754,Iranian,WF8437201,Individual,Low,7315528733,Dr Leonard Howard,7315528733
TXN00450,2026-03-12 2:48:55,Card Payment,10059.5,Completed,ATM,19121552,Leonard King,7825003955,Ghanaian,,Individual,High,61226775,Tony Rhodes-Miller,7830893658
TXN00197,2026-03-12 8:32:18,Card Payment,6059.49,Completed,Mobile App,43308443,"Williams, Hodgson and Grant",7386480450,Pakistani,ZV8073988,Business,Medium,53106399,Louise Jones,7408427014
TXN00118,2026-03-12 8:49:12,Mobile Wallet,1604.51,Pending,Mobile App,57212267,Craig Payne,7420632895,Russian,FK9568730,Individual,Low,7248604290,William Haynes,7248604290
TXN00359,2026-03-12 15:13:27,Bank Transfer,1064.33,Completed,Mobile App,88320463,Mrs Rosie Rogers,7528853029,Polish,MX6117574,Individual,Low,66346728,Russell Davies,7355730504
TXN00334,2026-03-12 15:31:01,Cash Deposit,1040.32,Completed,Branch,54058573,Joseph Watson,7399147754,Iranian,WF8437201,Individual,Low,35319707,Dr Hilary Daly,7647095694
TXN00465,2026-03-12 15:34:28,Mobile Wallet,5576.78,Completed,ATM,26948946,O'Neill PLC,7784907325,Romanian,VH3371002,Business,Medium,7776791654,Francesca Bradley,7776791654
TXN00237,2026-03-12 19:31:44,Card Payment,17402.53,Failed,Mobile App,55298556,Higgins-Jones,7917364173,British,PR0481234,Business,High,50693207,Olivia Williams,7457517705
TXN00149,2026-03-13 2:08:53,Card Payment,1992.77,Completed,Online Banking,16789850,Mrs Olivia Barnett,7800235246,British,EL4229485,Individual,Low,75927774,Francis Day-Morgan,7406635834
TXN00295,2026-03-13 2:24:40,Bank Transfer,4195.11,Completed,Online Banking,97775215,Kayleigh Lewis-Steele,7667945747,Indian,DJ0224539,Individual,High,18397164,Elliott Wade-Hughes,7907803348
TXN00125,2026-03-13 3:24:41,Cash Deposit,1671.58,Completed,Mobile App,19335534,Rose Ltd,7149203558,Chinese,SN9358685,Business,Low,91722503,Dr Colin Garner,7689274064
TXN00211,2026-03-13 6:37:24,International Wire,1526.1,Pending,Mobile App,59555330,Dennis Jones-Hall,7725464884,Nigerian,GT5400895,Individual,Low,89968863,Jemma Kennedy,7830511568
TXN00249,2026-03-13 6:58:56,Bank Transfer,10164.09,Completed,ATM,55298556,Higgins-Jones,7917364173,British,PR0481234,Business,High,18113477,Francesca Dawson,7500721199
TXN00387,2026-03-13 7:05:11,International Wire,49.66,Completed,Online Banking,43273328,Barry Group,7341266931,Afghan,YT6736384,Business,Low,10091737,Mr Derek Reed,7613236768
TXN00088,2026-03-13 9:04:41,Bank Transfer,796.57,Completed,Branch,64543049,Paul Collins-King,7766430218,British,XU8822178,Individual,Low,17352710,Patricia Jones,7743520276
TXN00395,2026-03-13 9:31:01,International Wire,5135.19,Completed,Mobile App,43308443,"Williams, Hodgson and Grant",7386480450,Pakistani,ZV8073988,Business,Medium,76596831,Dr Gerard Day,7211787506
TXN00068,2026-03-13 10:16:47,International Wire,7566.05,Completed,ATM,22448136,Dr Brett Jones,7507943839,Afghan,PV0863193,Individual,Medium,98436473,Glenn Bates,7146562851
TXN00286,2026-03-13 10:48:20,Cash Deposit,4109.88,Completed,Online Banking,94482772,Robin Crawford-Lloyd,7837071174,British,ML1094840,Individual,Medium,84892608,Georgina Jones,7657054862
TXN00445,2026-03-13 11:13:38,Cash Deposit,5506.23,Pending,Branch,22448136,Dr Brett Jones,7507943839,Afghan,PV0863193,Individual,Medium,73852097,Adrian Lord,7785383997
TXN00490,2026-03-13 11:52:26,Bank Transfer,16901.92,Completed,ATM,50477742,Jay Graham-Rose,7834717549,Pakistani,,Individual,High,85182173,Mr Jonathan Butcher,7456452891
TXN00079,2026-03-13 13:25:11,Card Payment,6785.84,Completed,Branch,27566185,Lauren Henderson,7821221887,Pakistani,BC6532632,Individual,Medium,84660688,Conor Jones-Cook,7475932035
TXN00232,2026-03-13 14:42:03,Mobile Wallet,2440.85,Completed,ATM,32151928,"Watson, Murray and Holt",7601856351,Afghan,TU8424367,Business,Medium,7859754807,Aaron Thomas,7859754807
TXN00195,2026-03-13 15:04:55,International Wire,1279.51,Completed,ATM,31130263,"Kennedy, Griffiths and Davies",7161073976,Turkish,HZ5570558,Business,Low,23448342,Arthur Hughes,7156361897
TXN00080,2026-03-13 15:38:59,International Wire,1616.37,Completed,Mobile App,95125977,James and Sons,7383450553,Romanian,CW2871223,Business,Low,93446356,Joshua Parry,7702332331
TXN00413,2026-03-13 17:13:37,International Wire,4451.14,Completed,ATM,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,80139805,Mr Charlie Wilkins,7515652006
TXN00426,2026-03-13 17:44:42,Bank Transfer,277.43,Completed,Branch,64543049,Paul Collins-King,7766430218,British,XU8822178,Individual,Low,69473299,Jonathan Lewis-Howell,7898567178
TXN00046,2026-03-13 20:15:46,Cash Deposit,4876.17,Completed,Branch,15134794,McCarthy Group,7216396351,Chinese,NR8308259,Business,Medium,39394291,Lawrence Parker,7478301747
TXN00007,2026-03-13 21:50:41,Bank Transfer,2340.43,Completed,Online Banking,53507489,Jason Bell,7624636385,British,HQ6175750,Individual,Medium,70939053,Roger Faulkner,7403566540
TXN00293,2026-03-13 22:17:12,Card Payment,6392.16,Completed,ATM,52339391,Vincent Bennett,7530747414,Pakistani,JZ6568720,Individual,Medium,34756698,Sean Evans-Davies,7776199993
TXN00054,2026-03-14 0:34:40,Bank Transfer,3798.24,Completed,Online Banking,85329037,Mr Denis Macdonald,7313500298,Chinese,DC7550026,Individual,Medium,85350823,Ms Natasha Burke,7765233376
TXN00116,2026-03-14 0:47:19,Card Payment,4295.39,Pending,Online Banking,24305904,Anderson-Green,7935822550,Russian,QF6426077,Business,Medium,72950208,Mr Jacob Myers,7432288618
TXN00486,2026-03-14 1:57:01,Card Payment,676.7,Completed,ATM,15134794,McCarthy Group,7216396351,Chinese,NR8308259,Business,Medium,86911446,Jacob Evans,7576944168
TXN00414,2026-03-14 2:41:54,International Wire,957.76,Pending,Mobile App,43446826,Dr Stewart Turner,7230307805,Russian,,Individual,Low,62989744,Miss Jacqueline McKenzie,7184777341
TXN00384,2026-03-14 3:45:27,Mobile Wallet,1189.11,Completed,Branch,81016525,"Freeman, Holt and Wilkinson",7369953851,Nigerian,CB1674039,Business,Low,7965661638,Marc Cooke,7965661638
TXN00126,2026-03-14 5:01:35,Cash Deposit,2444.15,Completed,ATM,85329037,Mr Denis Macdonald,7313500298,Chinese,DC7550026,Individual,Medium,42002808,Mr James King,7151270577
TXN00029,2026-03-14 6:23:03,Mobile Wallet,4595.79,Pending,ATM,96728778,Burns Inc,7205675387,Turkish,MK0634806,Business,Medium,7350785761,Harriet Jones,7350785761
TXN00335,2026-03-14 7:00:29,Bank Transfer,3984.36,Completed,Mobile App,99853245,Lynn Perry,7222824732,Pakistani,,Individual,Medium,42357445,Gillian Clarke-Matthews,7221057584
TXN00184,2026-03-14 10:20:06,Mobile Wallet,300.99,Completed,Mobile App,22448136,Dr Brett Jones,7507943839,Afghan,PV0863193,Individual,Medium,7852178601,Ms Pauline Shaw,7852178601
TXN00254,2026-03-14 11:30:47,International Wire,7922.35,Completed,Mobile App,79340535,Alan Davies,7305145276,Iranian,MI4322585,Individual,Medium,50261914,Barry Bentley,7342512383
TXN00223,2026-03-14 16:31:40,Mobile Wallet,3711.97,Completed,Mobile App,79340535,Alan Davies,7305145276,Iranian,MI4322585,Individual,Medium,7266560311,Sam Bond,7266560311
TXN00309,2026-03-14 16:33:02,Bank Transfer,2416.79,Completed,Mobile App,26948946,O'Neill PLC,7784907325,Romanian,VH3371002,Business,Medium,70362053,Francis Cook-Marsh,7134607126
TXN00382,2026-03-14 16:55:47,Bank Transfer,1317.16,Completed,Mobile App,95125977,James and Sons,7383450553,Romanian,CW2871223,Business,Low,81630600,Jane Smith,7386181187
TXN00284,2026-03-14 17:21:56,Bank Transfer,1318.63,Completed,Mobile App,66851377,Mathew Davies,7990505735,British,,Individual,Low,32325574,Dr Geraldine Newton,7481187819
TXN00159,2026-03-14 20:07:54,Bank Transfer,400.64,Completed,Branch,60372847,Pamela Patel,7525904456,Chinese,EP7189103,Individual,Low,46836194,Kelly Griffin,7691461470
TXN00234,2026-03-15 1:14:49,Mobile Wallet,414.64,Completed,ATM,95125977,James and Sons,7383450553,Romanian,CW2871223,Business,Low,7794395127,Gordon Bradley,7794395127
TXN00418,2026-03-15 4:36:53,International Wire,2592.01,Completed,ATM,24305904,Anderson-Green,7935822550,Russian,QF6426077,Business,Medium,18994192,Joe Walker,7880720904
TXN00434,2026-03-15 5:30:58,Mobile Wallet,6004.24,Completed,Mobile App,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,7839647637,Kathryn Jones,7839647637
TXN00449,2026-03-15 7:43:44,Cash Deposit,4705.29,Completed,Mobile App,32151928,"Watson, Murray and Holt",7601856351,Afghan,TU8424367,Business,Medium,25808361,Bruce Ford-Clark,7597959181
TXN00206,2026-03-15 7:59:32,International Wire,36539.7,Failed,Branch,50477742,Jay Graham-Rose,7834717549,Pakistani,,Individual,High,45835371,Bryan Ball,7579678614
TXN00411,2026-03-15 10:55:03,Bank Transfer,3545.94,Completed,Mobile App,22448136,Dr Brett Jones,7507943839,Afghan,PV0863193,Individual,Medium,40365724,Claire Webb,7382824466
TXN00005,2026-03-15 12:29:26,Mobile Wallet,1324.25,Completed,Mobile App,38716269,Dr Kenneth Marsh,7168965204,Turkish,HC2235126,Individual,Low,7268638768,Dr Shaun Roberts,7268638768
TXN00066,2026-03-15 13:19:52,Mobile Wallet,114.27,Completed,Mobile App,83793389,Read-Pugh,7277303722,Romanian,GO0789516,Business,Low,7896413702,Charlotte Brown,7896413702
TXN00009,2026-03-15 13:38:23,Mobile Wallet,1655,Completed,Branch,44788100,"Forster, Turner and Fry",7907214179,Polish,XP7585874,Business,Low,7176675731,Jacqueline Lynch,7176675731
TXN00020,2026-03-15 15:17:55,Mobile Wallet,1102.95,Completed,ATM,81016525,"Freeman, Holt and Wilkinson",7369953851,Nigerian,CB1674039,Business,Low,7409268943,Gerard Burrows,7409268943
TXN00253,2026-03-15 15:36:41,Cash Deposit,6369.74,Failed,ATM,19583482,King PLC,7754049436,British,WJ4813676,Business,Medium,60070135,Abdul Howe,7184846271
TXN00081,2026-03-15 15:45:17,International Wire,280.18,Pending,Branch,53507489,Jason Bell,7624636385,British,HQ6175750,Individual,Medium,51471222,Dr Douglas Khan,7393421844
TXN00475,2026-03-15 16:45:31,Card Payment,1758.17,Completed,Online Banking,19335534,Rose Ltd,7149203558,Chinese,SN9358685,Business,Low,60012498,Joseph Ball-Walters,7199805719
TXN00436,2026-03-15 17:39:38,Mobile Wallet,1306.66,Completed,Mobile App,43273328,Barry Group,7341266931,Afghan,YT6736384,Business,Low,7651131533,Daniel Sheppard,7651131533
TXN00380,2026-03-15 19:14:09,Card Payment,367.83,Completed,Branch,83793389,Read-Pugh,7277303722,Romanian,GO0789516,Business,Low,90143600,Garry Doyle-Holmes,7442392183
TXN00011,2026-03-15 21:20:43,Card Payment,1005.94,Completed,Mobile App,66851377,Mathew Davies,7990505735,British,,Individual,Low,68755000,Melissa Griffiths,7630208579
TXN00024,2026-03-15 22:43:07,International Wire,3353.15,Completed,Online Banking,96728778,Burns Inc,7205675387,Turkish,MK0634806,Business,Medium,73380266,Mrs Diane Walters,7618079974
TXN00191,2026-03-15 22:45:24,International Wire,582.7,Completed,ATM,81016525,"Freeman, Holt and Wilkinson",7369953851,Nigerian,CB1674039,Business,Low,82905845,Dr Kate Cook,7715766024
TXN00376,2026-03-16 0:31:57,Mobile Wallet,5669.11,Completed,Online Banking,55298556,Higgins-Jones,7917364173,British,PR0481234,Business,High,7259591761,Kim Richardson,7259591761
TXN00229,2026-03-16 0:43:59,Cash Deposit,131.31,Completed,ATM,60372847,Pamela Patel,7525904456,Chinese,EP7189103,Individual,Low,33505978,Nicole Jones,7735297732
TXN00314,2026-03-16 3:15:39,Bank Transfer,1735.42,Completed,Branch,36445607,Megan Smith,7491079829,Polish,ZD8104586,Individual,Low,27809465,Ryan Barnes,7236245128
TXN00360,2026-03-16 6:10:32,Mobile Wallet,1951.23,Pending,ATM,45351479,Stevenson PLC,7637500247,British,CX7732107,Business,High,7348541776,Cameron Smith,7348541776
TXN00136,2026-03-16 13:29:56,Mobile Wallet,720.38,Completed,Branch,57212267,Craig Payne,7420632895,Russian,FK9568730,Individual,Low,7938422254,Mohammed Elliott,7938422254
TXN00251,2026-03-16 14:10:18,International Wire,44.11,Completed,Online Banking,66851377,Mathew Davies,7990505735,British,,Individual,Low,67790557,Naomi Gibbons,7973120912
TXN00190,2026-03-16 16:52:11,Cash Deposit,14127.53,Completed,Branch,97775215,Kayleigh Lewis-Steele,7667945747,Indian,DJ0224539,Individual,High,75632882,Raymond Turner,7841139461
TXN00128,2026-03-16 19:30:43,Mobile Wallet,864.19,Completed,ATM,99245317,Allen PLC,7507104143,Polish,RD9563651,Business,Low,7760146764,Raymond Thornton-Flynn,7760146764
TXN00363,2026-03-16 19:58:57,Mobile Wallet,2124.88,Pending,ATM,27566185,Lauren Henderson,7821221887,Pakistani,BC6532632,Individual,Medium,7438238241,Gareth Elliott,7438238241
TXN00492,2026-03-16 20:20:27,Cash Deposit,4404.14,Completed,Online Banking,19583482,King PLC,7754049436,British,WJ4813676,Business,Medium,24270328,Tracy Roberts-Harrison,7501461715
TXN00134,2026-03-16 22:02:27,Bank Transfer,411.17,Pending,Branch,70505620,Gareth Robinson-Roberts,7361846370,Chinese,XU4853292,Individual,Low,36772387,Mr Gerald Wood,7949447049
TXN00209,2026-03-16 23:53:57,Bank Transfer,741.41,Failed,ATM,36445607,Megan Smith,7491079829,Polish,ZD8104586,Individual,Low,39410942,Ms Heather Bates,7337135066
TXN00265,2026-03-17 0:17:51,Bank Transfer,6394.54,Completed,Online Banking,71705170,Miss Valerie Ryan,7859466878,British,LJ5388196,Individual,Medium,19865900,Margaret Hall,7865694462
TXN00044,2026-03-17 0:52:18,International Wire,7941.9,Failed,ATM,24305904,Anderson-Green,7935822550,Russian,QF6426077,Business,Medium,12944682,Jasmine Morris,7417001612
TXN00472,2026-03-17 1:02:47,Card Payment,2149.79,Completed,Mobile App,93370583,Molly Law,7704509817,British,,Individual,Medium,23396125,Katie Saunders,7153773200
TXN00406,2026-03-17 2:39:08,Cash Deposit,482.72,Completed,ATM,41523529,Dr Allan Clarke,7822408848,Polish,,Individual,Low,62734442,Carol Powell,7153295652
TXN00260,2026-03-17 4:50:18,Bank Transfer,333.28,Completed,ATM,64543049,Paul Collins-King,7766430218,British,XU8822178,Individual,Low,86060638,Mrs Leah Robinson,7358205053
TXN00446,2026-03-17 5:54:28,International Wire,1692.38,Completed,Mobile App,31130263,"Kennedy, Griffiths and Davies",7161073976,Turkish,HZ5570558,Business,Low,84926784,Judith Bell,7806108387
TXN00228,2026-03-17 7:44:11,Mobile Wallet,1753.75,Completed,ATM,54058573,Joseph Watson,7399147754,Iranian,WF8437201,Individual,Low,7808897689,Mark Curtis,7808897689
TXN00095,2026-03-17 17:39:05,Card Payment,5979.15,Completed,Mobile App,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,54703713,Tracy Webster-Harris,7337911187
TXN00429,2026-03-17 18:38:24,Bank Transfer,1422.04,Completed,Mobile App,83793389,Read-Pugh,7277303722,Romanian,GO0789516,Business,Low,28206610,Pauline Williams-Marsh,7533131502
TXN00458,2026-03-17 19:46:09,Cash Deposit,266.57,Completed,Online Banking,44788100,"Forster, Turner and Fry",7907214179,Polish,XP7585874,Business,Low,77556678,Dr Kerry Farmer,7511834185
TXN00299,2026-03-17 21:02:36,Mobile Wallet,987,Completed,Branch,15134794,McCarthy Group,7216396351,Chinese,NR8308259,Business,Medium,7427899285,Fiona Bibi,7427899285
TXN00328,2026-03-17 21:14:11,Bank Transfer,7414.48,Completed,Online Banking,50477742,Jay Graham-Rose,7834717549,Pakistani,,Individual,High,28405182,Paula Lane,7421322967
TXN00297,2026-03-17 21:17:52,International Wire,11979.72,Completed,Branch,19121552,Leonard King,7825003955,Ghanaian,,Individual,High,62686364,Joshua Knight,7756387421
TXN00185,2026-03-17 21:38:01,Card Payment,3379.3,Completed,ATM,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,37365878,Mrs Bethan Berry,7543412542
TXN00147,2026-03-17 22:26:28,Card Payment,1302.63,Completed,Online Banking,44788100,"Forster, Turner and Fry",7907214179,Polish,XP7585874,Business,Low,25226815,Arthur Pugh,7368018471
TXN00259,2026-03-17 22:33:24,Mobile Wallet,41.16,Completed,ATM,43273328,Barry Group,7341266931,Afghan,YT6736384,Business,Low,7322434334,Marc Chadwick,7322434334
TXN00487,2026-03-18 0:23:38,Card Payment,993.72,Completed,ATM,96728778,Burns Inc,7205675387,Turkish,MK0634806,Business,Medium,97694240,Michelle Wood,7634050562
TXN00452,2026-03-18 0:46:08,Mobile Wallet,6906.03,Completed,ATM,24305904,Anderson-Green,7935822550,Russian,QF6426077,Business,Medium,7293656603,Alex Buckley,7293656603
TXN00364,2026-03-18 2:43:10,Cash Deposit,910.99,Pending,Online Banking,64543049,Paul Collins-King,7766430218,British,XU8822178,Individual,Low,20024377,Ryan Harris,7350838144
TXN00030,2026-03-18 2:51:28,Bank Transfer,1491.96,Completed,Online Banking,36445607,Megan Smith,7491079829,Polish,ZD8104586,Individual,Low,61167978,Rosie Evans,7857232668
TXN00277,2026-03-18 3:58:40,Card Payment,589.98,Completed,Online Banking,44788100,"Forster, Turner and Fry",7907214179,Polish,XP7585874,Business,Low,94946730,Amanda Taylor,7846205223
TXN00166,2026-03-18 4:11:10,Cash Deposit,5886.89,Completed,Branch,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,63514837,Mr Frederick Watson,7470838810
TXN00485,2026-03-18 5:43:15,Card Payment,489.37,Completed,ATM,36445607,Megan Smith,7491079829,Polish,ZD8104586,Individual,Low,16757958,Keith Watts,7398668947
TXN00276,2026-03-18 5:45:27,Cash Deposit,1210.39,Completed,Online Banking,41523529,Dr Allan Clarke,7822408848,Polish,,Individual,Low,36957830,Alice O'Sullivan,7846564420
TXN00352,2026-03-18 7:04:55,Mobile Wallet,504.04,Completed,Mobile App,43273328,Barry Group,7341266931,Afghan,YT6736384,Business,Low,7873403266,Jay Griffin-Harris,7873403266
TXN00012,2026-03-18 7:41:14,Card Payment,1211.39,Completed,Mobile App,60372847,Pamela Patel,7525904456,Chinese,EP7189103,Individual,Low,22257687,Sandra Watson-Phillips,7127772220
TXN00501,2026-03-18 7:45:25,Bank Transfer,2297.25,Completed,Online Banking,19583482,King PLC,7754049436,British,WJ4813676,Business,Medium,57276557,Duncan Webster,7703743777
TXN00502,2026-03-18 7:47:25,Bank Transfer,2136.26,Completed,Online Banking,19583482,King PLC,7754049436,British,WJ4813676,Business,Medium,86589761,Hugh Howard,7816354624
TXN00503,2026-03-18 7:49:25,Bank Transfer,2297.09,Completed,Online Banking,19583482,King PLC,7754049436,British,WJ4813676,Business,Medium,81659221,Linda Metcalfe,7407012827
TXN00504,2026-03-18 7:51:25,Bank Transfer,2414.23,Completed,Online Banking,19583482,King PLC,7754049436,British,WJ4813676,Business,Medium,66691738,Elliot Richards,7967910655
TXN00505,2026-03-18 7:53:25,Bank Transfer,1808.94,Completed,Online Banking,19583482,King PLC,7754049436,British,WJ4813676,Business,Medium,24290224,Jacob Hartley,7127135757
TXN00391,2026-03-18 8:00:55,Cash Deposit,1134.79,Completed,ATM,52339391,Vincent Bennett,7530747414,Pakistani,JZ6568720,Individual,Medium,68635481,Russell Goddard,7269118504
TXN00099,2026-03-18 8:43:13,International Wire,17298.51,Completed,Mobile App,19121552,Leonard King,7825003955,Ghanaian,,Individual,High,52431444,Declan Hunter-Field,7773469560
TXN00441,2026-03-18 10:58:03,Cash Deposit,1724.37,Completed,Branch,82374753,Miss Rosie Bird,7242068763,Pakistani,AS0003524,Individual,Low,98062882,Mrs Sharon O'Sullivan,7380404354
TXN00296,2026-03-18 11:57:19,Cash Deposit,1616.74,Completed,ATM,19583482,King PLC,7754049436,British,WJ4813676,Business,Medium,45212476,Nigel Nelson,7222358216
TXN00419,2026-03-18 12:07:14,International Wire,1714.68,Pending,Mobile App,99245317,Allen PLC,7507104143,Polish,RD9563651,Business,Low,71492815,Colin Wright,7658010933
TXN00368,2026-03-18 14:03:46,Mobile Wallet,1229.17,Completed,Branch,71705170,Miss Valerie Ryan,7859466878,British,LJ5388196,Individual,Medium,7863599447,Marian Cooper-Smith,7863599447
TXN00034,2026-03-18 14:57:43,Bank Transfer,1706.16,Failed,ATM,57212267,Craig Payne,7420632895,Russian,FK9568730,Individual,Low,61003997,Brandon Barnett,7672972597
TXN00261,2026-03-18 18:38:55,International Wire,3101.58,Completed,Mobile App,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,28783850,Christian Williams,7894295332
TXN00358,2026-03-18 22:28:44,Bank Transfer,61.62,Completed,Branch,26948946,O'Neill PLC,7784907325,Romanian,VH3371002,Business,Medium,60502752,Dawn Cole,7805774632
TXN00123,2026-03-18 22:47:49,Bank Transfer,1584.85,Completed,ATM,60372847,Pamela Patel,7525904456,Chinese,EP7189103,Individual,Low,15140967,Miss Sharon Simpson,7247746438
TXN00180,2026-03-19 0:03:32,International Wire,4083.15,Completed,Branch,53507489,Jason Bell,7624636385,British,HQ6175750,Individual,Medium,81449442,Miss Megan Barnes,7647301347
TXN00051,2026-03-19 2:47:14,Cash Deposit,1610.42,Completed,Online Banking,54058573,Joseph Watson,7399147754,Iranian,WF8437201,Individual,Low,20106509,Norman Slater,7602866993
TXN00026,2026-03-19 4:08:20,Card Payment,1869.15,Completed,Branch,95125977,James and Sons,7383450553,Romanian,CW2871223,Business,Low,45859307,Teresa Williams,7645179180
TXN00388,2026-03-19 5:10:07,Mobile Wallet,1436.71,Completed,Branch,64543049,Paul Collins-King,7766430218,British,XU8822178,Individual,Low,7961596686,Ms Lindsey Smith,7961596686
TXN00156,2026-03-19 9:32:39,International Wire,2653.86,Completed,Online Banking,45351479,Stevenson PLC,7637500247,British,CX7732107,Business,High,83994695,Ms Kate Campbell,7990189659
TXN00483,2026-03-19 10:58:58,Card Payment,5326.5,Completed,Mobile App,53507489,Jason Bell,7624636385,British,HQ6175750,Individual,Medium,61657265,Ashleigh Roberts,7788702788
TXN00262,2026-03-19 11:06:39,International Wire,1168.56,Completed,Branch,55298556,Higgins-Jones,7917364173,British,PR0481234,Business,High,41157840,Suzanne Davis,7569319938
TXN00396,2026-03-19 12:13:07,Mobile Wallet,84291.15,Completed,Mobile App,26948946,O'Neill PLC,7784907325,Romanian,VH3371002,Business,Medium,7280267742,Miss Ellie Dixon,7280267742
TXN00015,2026-03-19 13:33:34,Card Payment,822.61,Completed,Online Banking,31130263,"Kennedy, Griffiths and Davies",7161073976,Turkish,HZ5570558,Business,Low,99943797,Bernard Jennings,7444733679
TXN00312,2026-03-19 16:53:06,International Wire,1069.24,Completed,Branch,64543049,Paul Collins-King,7766430218,British,XU8822178,Individual,Low,82312290,Nicola Wilkins,7740871060
TXN00330,2026-03-19 17:19:08,Card Payment,54779.7,Pending,ATM,43446826,Dr Stewart Turner,7230307805,Russian,,Individual,Low,30317091,Dr Julie Baker,7774395804
TXN00077,2026-03-19 20:07:37,Card Payment,1748.48,Pending,Mobile App,41523529,Dr Allan Clarke,7822408848,Polish,,Individual,Low,66765623,Glen Lord,7905611583
TXN00188,2026-03-19 20:55:47,International Wire,1354.98,Completed,Branch,31130263,"Kennedy, Griffiths and Davies",7161073976,Turkish,HZ5570558,Business,Low,96343485,Barbara Lawson,7874086851
TXN00318,2026-03-20 1:30:55,Card Payment,17017.11,Completed,ATM,50477742,Jay Graham-Rose,7834717549,Pakistani,,Individual,High,81729237,Hilary Webb,7954352670
TXN00038,2026-03-20 1:47:44,Cash Deposit,3029.99,Completed,Online Banking,99853245,Lynn Perry,7222824732,Pakistani,,Individual,Medium,42775624,Beverley Blake,7256304376
TXN00379,2026-03-20 2:33:05,Card Payment,3863.49,Completed,Branch,52339391,Vincent Bennett,7530747414,Pakistani,JZ6568720,Individual,Medium,75052579,Dr Leonard Banks,7939059557
